"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Hill 1960","ES568","CC241","Malay Peninsula","Batam","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,249.411272405476,13.5761028284763,11.6267841912404,96,9,0.172416236242962,0.000285031463600586,104.0305,1.0828,2.32203665799235,2.60108172778402,1.14304604333759,0.561722314453125,-1.76685521878951,26.9011878967285,1.57632901045717,3.36782165241854,"","No island rule","SP102"
"Hill 1960","ES569","CC241","Malay Peninsula","Bintan","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,249.411272405476,13.5761028284763,19.981441390773,96,3,0.172416236242962,0.00218301233591123,104.5003,1.076,2.32203665799235,3.06929801211553,1.32223997493115,0.58124501953125,-1.73779685261703,26.9479103088379,1.61607417825682,3.39202101896881,"","No island rule","SP102"
"Hill 1960","ES570","CC241","Malay Peninsula","Dayang Bunting","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,219.175883650273,13.5761028284763,8.22480334218863,96,5,0.0431875350986795,0.000325212579395993,99.8044,6.2255,2.32203665799235,1.70148163562093,1.53783168313669,0.61377421875,-1.75215618159985,27.4115886688232,1.73134847386377,3.37780693123694,"","No island rule","SP102"
"Hill 1960","ES571","CC241","Malay Peninsula","Karimunbesar (Karimon)","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,215.970845752581,13.5761028284763,9.70059626026908,96,4,0.0284564311278515,0.00054793875634626,103.368,1.051,2.32203665799235,2.11727129565576,1.31808421400326,0.505011083984375,-1.99276367907326,26.9040775299072,1.53608146474669,3.3407236217032,"","No island rule","SP102"
"Hill 1960","ES572","CC241","Malay Peninsula","Koh Boi","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,147.871052857296,13.5761028284763,5.06391946880763,96,4,-0.350346364564025,0.000336760540121988,98.543347,8.140559,2.32203665799235,0.361727836017593,1.01287938717129,0.58983349609375,-1.75785779664072,27.6431789398193,1.83234257721479,3.3700224683216,"","No island rule","SP102"
"Hill 1960","ES573","CC241","Malay Peninsula","Koh Muk (Muntia)","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,206.537679244348,13.5761028284763,9.00745974534262,96,14,-0.0162041322484049,0.000179427573224577,99.297966,7.370839,2.32203665799235,0.873901597864461,0.431524584187451,0.684802880859375,-1.66360504268498,27.5737495422363,1.8461887199154,3.31145718908374,"","No island rule","SP102"
"Hill 1960","ES574","CC241","Malay Peninsula","Koh Phayam (De Lisle Island)","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,191.41436373737,13.5761028284763,10.6397098794346,96,5,-0.0922464722260453,0.000661503581430651,98.4055,9.7358,2.32203665799235,1.24303804868629,0.907465106765856,0.682424560546875,-1.73022071129118,26.9099159240723,1.8781815474733,3.56871786408075,"","No island rule","SP102"
"Hill 1960","ES575","CC241","Malay Peninsula","Koh Phuket (Junk Seylon/Ceylon)","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,128.748236086439,13.5761028284763,8.470662249687,96,13,-0.48882815492842,0.000376544653332512,98.332832,7.983504,2.32203665799235,2.73479982958885,-0.396855627379818,0.6798126953125,-1.95714045081746,27.4802532196045,1.82001127558262,3.389400020696,"","No island rule","SP102"
"Hill 1960","ES576","CC241","Malay Peninsula","Koh Pipidon","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,239.052066166938,13.5761028284763,10.1005534623869,96,9,0.129994384197591,0.000241935806564011,98.779251,7.745986,2.32203665799235,0.988112840268352,1.40655721125617,0.55977294921875,-1.1683016781943,27.5069637298584,1.80609948705059,3.32242605240595,"","No island rule","SP102"
"Hill 1960","ES577","CC241","Malay Peninsula","Koh Rah","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,209.651874395462,13.5761028284763,14.3439597238503,96,10,-0.00123857990843956,0.000511673946362323,98.274604,9.196986,2.32203665799235,1.27875360095283,0.342620042553348,0.6271390625,-1.83939960306017,27.2412128448486,1.82758935155668,3.54396875963338,"","No island rule","SP102"
"Hill 1960","ES578","CC241","Malay Peninsula","Koh Samui","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,177.02509108352,13.5761028284763,11.3803265015096,96,5,-0.17039551401772,0.000870123068604504,99.99561927,9.50139445,2.32203665799235,2.36735592102602,1.17612021105609,0.685084619140625,-1.70358271640217,27.8645362854004,1.98212144825734,3.22185742269592,"","No island rule","SP102"
"Hill 1960","ES579","CC241","Malay Peninsula","Koh Yam Yai","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,194.37977662385,13.5761028284763,13.8791386156747,96,5,-0.0768731371767434,0.00106322590666401,98.591136,7.967194,2.32203665799235,1.95182303531591,1.01287938717129,0.7260916015625,-1.71600961264031,27.6835651397705,1.82570398828156,3.33906170116239,"","No island rule","SP102"
"Hill 1960","ES580","CC241","Malay Peninsula","Kundur","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,270.989425680381,13.5761028284763,9.59459662227782,96,7,0.255392806409915,0.000222653314246454,103.434,0.77,2.32203665799235,2.48287358360875,1.64148402579004,0.701740869140625,-1.43487088395431,26.9534015655518,1.53545714176044,3.34615730223201,"","No island rule","SP102"
"Hill 1960","ES581","CC241","Malay Peninsula","Langkawi","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,182.693769609547,13.5761028284763,8.54194869463306,96,33,-0.138875633030408,0.000109816727104998,99.797,6.364,2.32203665799235,2.55990662503611,1.32223997493115,0.71055703125,-2.05833804208433,27.2129173278809,1.73863248213198,3.38303399265704,"","No island rule","SP102"
"Hill 1960","ES582","CC241","Malay Peninsula","Little Karimun","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,222.411463950485,13.5761028284763,11.2496409900758,96,8,0.0578421135089906,0.000363367799862476,103.3951,1.1459,2.32203665799235,0.924279286061882,1.24306286480481,0.50131318359375,-1.91769459902724,26.7726249694824,1.54290817822157,3.34330813119779,"","No island rule","SP102"
"Hill 1960","ES583","CC241","Malay Peninsula","Lontar","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,135.71937656642,13.5761028284763,8.97088323625445,96,9,-0.436097647701136,0.000529021462278714,115.96093,-8.722863,2.32203665799235,-1.3767507096021,-0.0599818449923368,0.615114404296875,-1.51574109670069,26.3385944366455,1.742286611954,3.24123509140854,"","No island rule","SP102"
"Hill 1960","ES584","CC241","Malay Peninsula","Mapur","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,225.677717193152,13.5761028284763,9.12715138710036,96,11,0.0724209573259556,0.000192268221626108,104.8253232,0.992397,2.32203665799235,1.40483371661994,1.82608128465965,0.604208544921875,-1.80065824946654,26.9935417175293,1.6281777564144,3.39250348250342,"","No island rule","SP102"
"Hill 1960","ES585","CC241","Malay Peninsula","Panjang","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,131.045608285681,13.5761028284763,6.26152297090019,96,12,-0.471141576617068,0.000233825806392521,110.628902,-6.575903,2.32203665799235,-0.698970004336019,0.207095540419218,0.51226552734375,-1.70600951619202,26.680118560791,1.68998265114153,3.42733028677361,"","No island rule","SP102"
"Hill 1960","ES586","CC241","Malay Peninsula","Pemanggil","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,278.440671926506,13.5761028284763,15.6219871722977,96,7,0.282518015401042,0.000493257612193258,104.333,2.574,2.32203665799235,1.01367969729119,1.73328555999928,0.54322255859375,-1.47212314869804,26.3808116912842,1.78046893846339,3.4118973472297,"","No island rule","SP102"
"Hill 1960","ES587","CC241","Malay Peninsula","Phangan","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,171.471219241613,13.5761028284763,4.64336267559958,96,4,-0.202271559389065,0.000226897264268511,100.0182,9.7479,2.32203665799235,2.09691001300806,1.68305604840434,0.72096474609375,-1.69436718085409,27.2588863372803,1.93009846022228,3.21285318994711,"","No island rule","SP102"
"Hill 1960","ES588","CC241","Malay Peninsula","Singapore","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,174.233870535118,13.5761028284763,11.1824676230449,96,7,-0.186288513800919,0.000632025237092203,103.794,1.364,2.32203665799235,2.72916478969277,0.000434077479318593,0.492424560546875,-1.78454073953738,26.9373836517334,1.64546238067433,3.36334870969388,"","No island rule","SP102"
"Hill 1960","ES589","CC241","Malay Peninsula","Sireh","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,147.871052857296,13.5761028284763,7.51043275650049,96,2,-0.350346364564025,0.00133340515807172,98.431824,7.887878,2.32203665799235,0.905795880367869,-1.21467016498923,0.515604052734375,-1.88034284051014,27.675329208374,1.79885299512832,3.36181845824425,"","No island rule","SP102"
"Hill 1960","ES590","CC241","Malay Peninsula","Telibon","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,160.703652918761,13.5761028284763,9.44601122679464,96,8,-0.267124990300942,0.000475444199103037,99.392,7.248,2.32203665799235,1.51851393987789,0.491501766237326,0.739956982421875,-1.71175712829339,27.6202964782715,1.80857634484131,3.30837229459374,"","No island rule","SP102"
"Hill 1960","ES591","CC241","Malay Peninsula","Terutau","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,209.651874395462,13.5761028284763,11.2002908770951,96,26,-0.00123857990843956,0.000153342853038638,99.652,6.613,2.32203665799235,2.17897694729317,1.19592731359722,0.7448568359375,-1.8221664300912,27.1944141387939,1.76397558808701,3.34728512344696,"","No island rule","SP102"
"Hill 1960","ES592","CC241","Malay Peninsula","Tioman","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,228.974773797196,13.5761028284763,10.7571174500314,96,7,0.0869248453166378,0.000358867849569112,104.17,2.79,2.32203665799235,2.13353890837022,1.57750328895726,0.699082177734375,-1.63314100401514,25.155424118042,1.8300759680748,3.42916261130074,"","No island rule","SP102"
"Hill 1960","ES593","CC242","Malay Peninsula","Aur","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,198.237711068079,8.63954549664276,4.99004818935884,146,6,0.129707463092493,0.000122467671015832,104.522,2.4475,2.24085503904036,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"","No island rule","SP77"
"Hill 1960","ES594","CC242","Malay Peninsula","Butang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,164.021362189858,8.63954549664276,6.98787562019207,146,6,-0.0597627318582353,0.000319371346958977,99.1676,6.5266,2.24085503904036,0.60959440922522,1.68125028508305,0.676829248046875,-1.69585181469122,27.3719615936279,1.75006747661032,3.34454946550164,"","No island rule","SP77"
"Hill 1960","ES595","CC242","Malay Peninsula","Condore (Con Son)","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,145.961223301136,8.63954549664276,6.66439717168361,146,4,-0.176418415850712,0.000538041204444729,106.607,8.705,2.24085503904036,1.70757017609794,1.92942403503108,0.629983642578125,-1.78125513972548,26.8820991516113,2.00570126240832,3.30100828569871,"","No island rule","SP77"
"Hill 1960","ES596","CC242","Malay Peninsula","East Perhentian","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,177.768767344819,8.63954549664276,6.0739317378822,146,12,0.0207242374668721,0.000114147774214605,102.7557812,5.90284395,2.24085503904036,0.977723605288848,1.22533513181854,0.54377841796875,-1.62669104737461,26.1354122161865,1.87755873687496,3.46705267919955,"","No island rule","SP77"
"Hill 1960","ES597","CC242","Malay Peninsula","Koh Samui","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,141.049608647692,8.63954549664276,8.29029760403225,146,10,-0.210647745575164,0.000362321347320391,99.99561927,9.50139445,2.24085503904036,2.36735592102602,1.17612021105609,0.685084619140625,-1.70358271640217,27.8645362854004,1.98212144825734,3.22185742269592,"","No island rule","SP77"
"Hill 1960","ES598","CC242","Malay Peninsula","Langkawi","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,158.721704125264,8.63954549664276,8.55897561489431,146,40,-0.0926070282996935,8.95584525062093e-05,99.797,6.364,2.24085503904036,2.55990662503611,1.32223997493115,0.71055703125,-2.05833804208433,27.2129173278809,1.73863248213198,3.38303399265704,"","No island rule","SP77"
"Hill 1960","ES599","CC242","Malay Peninsula","Mergui Archipelago","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,169.434361059216,8.63954549664276,7.51191090536968,146,6,-0.0272938070233223,0.000344464442347365,98.288951,11.740546,2.24085503904036,2.38738982633873,1.46360933640347,0.70284736328125,-1.5429546713281,26.7427253723145,1.96961373296955,3.69427606327408,"","No island rule","SP77"
"Hill 1960","ES600","CC242","Malay Peninsula","Panjang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,138.634516559466,8.63954549664276,4.75076818941583,146,20,-0.227918315478166,7.55781736301049e-05,110.628902,-6.575903,2.24085503904036,-0.698970004336019,0.207095540419218,0.51226552734375,-1.70600951619202,26.680118560791,1.68998265114153,3.42733028677361,"","No island rule","SP77"
"Hill 1960","ES601","CC242","Malay Peninsula","Penang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,150.982331589036,8.63954549664276,5.19861649418108,146,10,-0.142596587830261,0.00013541831587676,100.2514,5.3903,2.24085503904036,2.47026344696508,0.699056854547668,0.6459267578125,-1.84809319128825,27.0231647491455,1.63795371694614,3.40921433757676,"","No island rule","SP77"
"Hill 1960","ES602","CC242","Malay Peninsula","Phangan","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,143.491798211997,8.63954549664276,4.02987206785741,146,5,-0.193481530205774,0.000174608380330922,100.0182,9.7479,2.24085503904036,2.09691001300806,1.68305604840434,0.72096474609375,-1.69436718085409,27.2588863372803,1.93009846022228,3.21285318994711,"","No island rule","SP77"
"Hill 1960","ES603","CC242","Malay Peninsula","Redang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,150.982331589036,8.63954549664276,2.31029768928549,146,6,-0.142596587830261,5.58864332395976e-05,103.011736,5.783096,2.24085503904036,1.38219721037745,1.41062541459812,0.637279248046875,-1.63370349782673,26.770170211792,1.82025443061646,3.45659375024441,"","No island rule","SP77"
"Hill 1960","ES604","CC242","Malay Peninsula","Singapore","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,186.364338989286,8.63954549664276,4.92022334529406,146,16,0.0679441610584617,6.04260059090684e-05,103.794,1.364,2.24085503904036,2.72916478969277,0.000434077479318593,0.492424560546875,-1.78454073953738,26.9373836517334,1.64546238067433,3.36334870969388,"","No island rule","SP77"
