"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Hervias-Parejo et al. 2019, Watkins 1996","Ecuador","San Cristobal","Reptiles","Squamata","Tropiduridae","Microlophus occipitalis","Microlophus occipitalis","Microlophus bivittatus","","Both","SVL",58.9339336492891,63.6771428571429,12.8075195526834,9.02270471755382,1055,35,63,55.1,15.7,7.5,512,543,68.61,57.1,8.17,5.1,20,15,-89.4203,-0.8166,2.74663419893758,2.96974244239409,"LOG10(Weight, g)= LOG10(SVL, mm)*2.719-3.884, Feldman et al 2015; Tropiduridae S. stricto, (Scharf et al. 2014)","Phylogeny: Kizirian, D., Trager, A., Donnelly, M. A., & Wright, J. W. (2004). Evolution of Galapagos Island lava lizards (Iguania: Tropiduridae: Microlophus). Molecular phylogenetics and evolution, 32(3), 761-769.","No island rule","No",0.50662861328125,0.0232068878173828,22.9277935028076,172.585037231445,561.309997558594,0.364660961914062,0.0269278656005859,23.8106670379639,170.974655151367,553.057006835938,0.3955564453125,0.0272679382324219,23.7156963348389,170.840133666992,548.556030273438,0.50662861328125,-1.61606104247147,22.9277935028076,2.23700314057095,2.74920277755882,NA,58.9339336492891,63.6771428571429,12.8075195526834,9.02270471755382
"Hitchmough and McCallum 1980","New Zealand (North)","Motukiekie","Reptiles","Squamata","Scincidae","Oligosoma smithi","Oligosoma smithi","Leiolopisma smithi","","Both","Weight",4.01033333326667,3.6,0.915361180904052,0.7,30,6,3.549090909,4.277368421,0.784225153,0.896089294,11,19,NA,NA,NA,NA,NA,NA,174.2033,-35.2176,-0.494850021680094,0.431524584187451,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","No",0.729510791015625,0.00615873794555664,15.3466520309448,263.187042236328,1440,0.66320400390625,0.0272951782226563,15.1622791290283,278.214233398438,1473.77697753906,0.66828564453125,0.0222310638427734,14.9117603302002,292.841033935547,1495.36889648438,0.729510791015625,-2.14516353517705,15.3466520309448,2.42026450339256,3.15836249209525,NA,4.01033333326667,3.6,0.915361180904052,0.7
"Hitchmough and McCallum 1980","New Zealand (North)","Poroporo","Reptiles","Squamata","Scincidae","Oligosoma smithi","Oligosoma smithi","Leiolopisma smithi","","Both","Weight",4.01033333326667,2.1,0.915361180904052,0.7,30,3,3.549090909,4.277368421,0.784225153,0.896089294,11,19,NA,NA,NA,NA,NA,NA,174.2247,-35.2291,-1.52287874528034,0.146438135285775,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","No",0.729510791015625,0.00615873794555664,15.3466520309448,263.187042236328,1440,0.66320400390625,0.0272951782226563,15.1622791290283,278.214233398438,1473.77697753906,0.66828564453125,0.0222310638427734,14.9117603302002,292.841033935547,1495.36889648438,0.729510791015625,-2.14516353517705,15.3466520309448,2.42026450339256,3.15836249209525,NA,4.01033333326667,2.1,0.915361180904052,0.7
"Hitchmough and McCallum 1980","New Zealand (North)","Urupukapuka","Reptiles","Squamata","Scincidae","Oligosoma smithi","Oligosoma smithi","Leiolopisma smithi","","Both","Weight",4.01033333326667,5.2,0.915361180904052,0.5,30,2,3.549090909,4.277368421,0.784225153,0.896089294,11,19,NA,NA,NA,NA,NA,NA,174.2439,-35.2159,0.318063334962762,-0.0963674839157623,"LOG10(Weight, g)= LOG10(SVL, mm)*3.229-5.125, Feldman et al 2015","","No island rule","No",0.729510791015625,0.00615873794555664,15.3466520309448,263.187042236328,1440,0.66320400390625,0.0272951782226563,15.1622791290283,278.214233398438,1473.77697753906,0.66828564453125,0.0222310638427734,14.9117603302002,292.841033935547,1495.36889648438,0.729510791015625,-2.14516353517705,15.3466520309448,2.42026450339256,3.15836249209525,NA,4.01033333326667,5.2,0.915361180904052,0.5
"Huang 2007, Kuo et al. 2009","Taiwan","Orchid","Reptiles","Squamata","Agamidae","Japalura swinhonis","Japalura swinhonis","Japalura swinhonis","","Both","SVL",72.6701149425287,73.0324603174603,5.62812104509688,4.49404026444786,87,126,76.9,67.7,2.9,3.61,47,40,74.58,69.31,3.773592453,3.892968019,89,37,121.55,22.05,1.67024585307412,1.95424733490676,"LOG10(Weight, g)= LOG10(SVL, mm)*3.105-4.686, Feldman et al 2015","","No island rule","No",0.6460296875,0.0401968139648438,23.7635555267334,264.770141601562,2721.60009765625,0.441540087890625,0.0593545654296875,23.8383750915527,264.294555664062,2710.80004882812,0.592950146484375,0.0391585205078125,22.9652118682861,324.545227050781,2374.10009765625,0.6460296875,-1.38513636967053,23.7635555267334,2.42286900769809,3.43482431185182,NA,72.6701149425287,73.0324603174603,5.62812104509688,4.49404026444786
"Huyghe et al. 2007, Stamekovic and Matic 2013","Croatia, Montenegro","Lastovo","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis","","Male","SVL",53.671,63.892,8.398,3.477,70,413,53.67,49.67,8.398088018,7.035719634,70,67,63.89200969,NA,3.477232499,NA,413,NA,16.873,42.751,1.72181061521255,1.70757869159253,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","No island rule","No",0.627160888671875,0.0104824241638184,16.2385768890381,605.275939941406,651.299987792969,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.627160888671875,-1.93996641421781,16.2385768890381,2.78195341080606,2.81378107003429,NA,53.671,63.892,8.398,3.477
"Iverson et al. 2004, Knapp et al. 2006","Andros","Leaf cay","Reptiles","Squamata","Iguanidae","Cyclura cychlura","Cyclura cychlura cychlura","Cyclura cychlura inornata","","Female","Weight",3006,1244.94,1185,425.283,31,50,NA,3006,NA,1185,NA,31,NA,1244.94,NA,425.2826021,NA,50,-76.8364,24.747,-1.39794000867204,1.97772817678565,"Weight","","No island rule","Yes",0.45156767578125,0.0440868255615234,25.6002769470215,245.699493408203,1123.5,0.297711547851563,0.0304561157226563,25.5136413574219,245.421020507812,1107.53601074219,0.41882158203125,0.03433984375,25.284782409668,243.427703857422,1033.52868652344,0.45156767578125,-1.34595034108832,25.6002769470215,2.39040426103747,3.05057307675515,NA,3006,1244.94,1185,425.283
"Iverson et al. 2004, Knapp et al. 2006","Andros","U cay","Reptiles","Squamata","Iguanidae","Cyclura cychlura","Cyclura cychlura cychlura","Cyclura cychlura inornata","","Female","Weight",3006,1564.1,1185,384.115,31,20,NA,3006,NA,1185,NA,31,NA,1564.1,NA,384.1145662,NA,20,-76.8405,24.7424,-1.52287874528034,1.95665337801274,"Weight","","No island rule","Yes",0.45156767578125,0.0440868255615234,25.6002769470215,245.699493408203,1123.5,0.297711547851563,0.0304561157226563,25.5136413574219,245.421020507812,1107.53601074219,0.41882158203125,0.03433984375,25.284782409668,243.427703857422,1033.52868652344,0.45156767578125,-1.34595034108832,25.6002769470215,2.39040426103747,3.05057307675515,NA,3006,1564.1,1185,384.115
"Ji and Wang 2005","Mainland China","Zhoushan","Reptiles","Squamata","Elapidae","Naja atra","Naja atra","Naja atra","","Female","SVL",977.152,1075.5,90.181,92.129,118,34,NA,977.1516949,NA,90.18060044,NA,118,NA,1075.5,NA,92.12903994,NA,34,122.121,30.059,2.67089495352021,0.954290761701127,"LOG10(Weight,g)= LOG10(SVL,mm)*2.453-4.892, Feldman and Meiri 2013","","No island rule","Yes",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,977.152,1075.5,90.181,92.129
"Ji et al. 1997, Heo et al. 2014","Korea","Zhoushan","Reptiles","Squamata","Colubridae","Oocatochus rufodorsatus","Oocatochus rufodorsatus","Elaphe rufodorsata","","Both","SVL",570.128571428571,570.611764705882,99.3690955109797,52.2279172104265,21,85,461.7,613.5,39.68173383,80.5580536,6,15,486,602,3.836665219,7.086607087,23,62,122.121,30.059,2.67089495352021,0.954290761701127,"LOG10(Weight, g)= LOG10(SVL, mm)*2.6279-5.525, Feldman et al 2015","","No island rule","No",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,570.128571428571,570.611764705882,99.3690955109797,52.2279172104265
"Judd and Ross 1978","Texas","South Padre","Reptiles","Squamata","Phrynosomatidae","Holbrookia propinqua","Holbrookia propinqua","Holbrookia propinqua","","Female","SVL",48.627,50.338,2.637,2.256,73,117,NA,48.6269863,NA,2.636835224,NA,73,NA,50.33769231,NA,2.256051904,NA,117,-97.171,26.143,0.740362689494244,0.477265995424853,"LOG10(Weight, g)= LOG10(SVL, mm)*2.677-3.855, Feldman et al 2015","","No island rule","Yes",0.157952124023438,0.0128122299194336,22.3656787872314,501.423400878906,694.109985351562,0.256840649414063,0.0119536964416504,22.6064167022705,508.569915771484,695.220947265625,0.36402041015625,0.0167961898803711,22.6245708465576,530.07861328125,680.21142578125,0.157952124023438,-1.85973620096332,22.3656787872314,2.70020459814121,2.84142829213596,NA,48.627,50.338,2.637,2.256
"Kim et al. 2019","Honshu","Innoshima","Reptiles","Squamata","Gekkonidae","Gekko japonicus","Gekko japonicus","Gekko japonicus","","Both","SVL",57.2786956521739,60.5958620689655,4.07493647953596,6.46306346935159,23,29,56.32,59.47,3.99,3.61,16,7,58.77,62.3,5.84,6.74,14,15,133.179,34.318,1.54654266347813,0.531606631932722,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","Yes",0.6238392578125,0.00636343193054199,15.6415958404541,820.456420898438,1364.16003417969,0.58833212890625,0.0280073791503906,15.9101276397705,792.64453125,1434.84130859375,0.62414326171875,0.0135525909423828,14.7571220397949,826.754821777344,1506.72338867188,0.6238392578125,-2.13291972355575,15.6415958404541,2.91405551815454,3.1348653218485,NA,57.2786956521739,60.5958620689655,4.07493647953596,6.46306346935159
"Kim et al. 2019","Honshu","Kyushu","Reptiles","Squamata","Gekkonidae","Gekko japonicus","Gekko japonicus","Gekko japonicus","","Both","SVL",57.2786956521739,58.9414925373134,4.07493647953596,6.07141757540557,23,67,56.32,59.47,3.99,3.61,16,7,57.74,59.35,5.58,6.23,17,50,131.0378,32.746,4.56489084517638,-0.045275209020937,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","Yes",0.71312353515625,0.00861003189086914,12.3815650939941,810.460266113281,2613.05004882812,0.728347900390625,0.00639540863037109,12.3110074996948,802.843322753906,2596.26000976562,0.742241845703125,0.00764646301269531,14.0496435165405,771.455261230469,2485.04125976562,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,NA,57.2786956521739,58.9414925373134,4.07493647953596,6.07141757540557
"Kim et al. 2019","Korea","Tsushima","Reptiles","Squamata","Gekkonidae","Gekko japonicus","Gekko japonicus","Gekko japonicus","","Both","SVL",56.8433684171579,63.0331034482759,5.74058420285433,5.39233358140997,95,29,54.4723913,59.06918367,4.591001551,5.859247771,46,49,60.69,68.24,4.59,2.74,20,9,129.3333,34.4167,2.84385542262316,1.6989786901388,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","No island rule","Yes",0.78173955078125,0.00822273483276367,14.7707538604736,751.682189941406,1863.22998046875,0.738350830078125,0.0164809371948242,14.930272102356,737.011962890625,1964.47790527344,0.716091064453125,0.021809846496582,14.7548713684082,752.102661132812,1886.47680664062,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,NA,56.8433684171579,63.0331034482759,5.74058420285433,5.39233358140997
"King 1989","Ohio","Johnson Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,754.744680851064,107.337843802072,90.0430979144976,40,47,572.3333333,778.4545455,19.21587885,32.69403615,18,22,677,851,14.69693846,28.14249456,26,21,-82.735,41.496,-0.568636235841013,0.000434077479318593,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.308115771484375,0.0250377365112305,9.90951061248779,978.009399414062,882.950012207031,0.425042578125,0.0294222747802734,9.73093223571777,972.317260742188,919.793579101562,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.308115771484375,-1.58439677215487,9.90951061248779,2.99034302870789,2.94593611689901,NA,685.70000001,754.744680851064,107.337843802072,90.0430979144976
"King 1989","Ohio","Kelleys Island ","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,758,107.337843802072,91.8878198051372,40,106,572.3333333,778.4545455,19.21587885,32.69403615,18,22,671,845,25.13961018,31.43246729,53,53,-82.7,41.602,1.06781451116184,0.699056854547668,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.201251379394531,0.0527419372558594,10.1200485229492,944.648193359375,888.75,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.201251379394531,-1.26968668244387,10.1200485229492,2.97527009831895,2.94877961373782,NA,685.70000001,758,107.337843802072,91.8878198051372
"King 1989","Ohio","Middle Bass Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,694.623762376238,107.337843802072,94.3475862410541,40,101,572.3333333,778.4545455,19.21587885,32.69403615,18,22,607,784,27.83882181,35.11409973,51,50,-82.811,41.684,0.477121254719662,1.06822297934645,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.223713354492188,0.0531353698730469,10.0063180923462,962.969909667969,884.650024414062,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.223713354492188,-1.26651889161272,10.0063180923462,2.9836127167514,2.9467714938316,NA,685.70000001,694.623762376238,107.337843802072,94.3475862410541
"King 1989","Ohio","Middle Island ","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,767,107.337843802072,88.0808195307176,40,27,572.3333333,778.4545455,19.21587885,32.69403615,18,22,689,851,29.69848481,33.346664,14,13,-82.683,41.682,-0.677780705266081,1.23047446736116,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.201251379394531,0.0527419372558594,10.1200485229492,944.648193359375,888.75,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.201251379394531,-1.26968668244387,10.1200485229492,2.97527009831895,2.94877961373782,NA,685.70000001,767,107.337843802072,88.0808195307176
"King 1989","Ohio","North Bass Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,687.53125,107.337843802072,93.3024346435744,40,224,572.3333333,778.4545455,19.21587885,32.69403615,18,22,614,795,27.14774392,28.65309756,133,91,-82.817,41.716,0.450249108319361,1.19868457307714,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.161128356933594,0.0599330139160156,10.0172605514526,957.3388671875,892.849975585938,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.161128356933594,-1.21514733993359,10.0172605514526,2.98106569127753,2.95077849108473,NA,685.70000001,687.53125,107.337843802072,93.3024346435744
"King 1989","Ohio","Pelee","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","","Both","SVL",685.70000001,670.355421686747,107.337843802072,110.129676459146,40,166,572.3333333,778.4545455,19.21587885,32.69403615,18,22,588,805,28.01785145,36.01388621,103,63,-82.656,41.777,1.61182947949837,1.32016706525423,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.277822705078125,0.0512751953125,9.99574756622314,950.254638671875,898.700012207031,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.277822705078125,-1.2817043358803,9.99574756622314,2.97783999829059,2.95361474758966,NA,685.70000001,670.355421686747,107.337843802072,110.129676459146
"King 1989","Ohio","East Sister Island","Reptiles","Squamata","Natricidae","Thamnophis sirtalis","Thamnophis sirtalis","Thamnophis sirtalis","","Both","SVL",515.938144313402,596.2,55.4961360114851,101.858725693242,97,5,450.1891892,556.4833333,19.75637329,19.75637329,37,60,490,667,58.13776741,16.21727474,2,3,-82.856,41.813,-0.585026652029182,1.46983673757549,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.0275810424804688,0.0576470336914063,10.0299119949341,949.375915527344,905.460021972656,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.0275810424804688,-1.23175394917561,10.0299119949341,2.97743821001743,2.95686928002837,NA,515.938144313402,596.2,55.4961360114851,101.858725693242
"King 1989","Ohio","Kelleys Island ","Reptiles","Squamata","Natricidae","Thamnophis sirtalis","Thamnophis sirtalis","Thamnophis sirtalis","","Both","SVL",515.938144313402,652.857142857143,55.4961360114851,95.575325565835,97,7,450.1891892,556.4833333,19.75637329,19.75637329,37,60,460,685,0,47.78074926,1,6,-82.7,41.602,1.06781451116184,0.699056854547668,"LOG10(Weight, g)= LOG10(SVL, mm)*2.982-6.223, Feldman et al 2015","","No island rule","Yes",0.201251379394531,0.0527419372558594,10.1200485229492,944.648193359375,888.75,0.152956530761719,0.0515489624023438,9.94829750061035,954.691101074219,895.653625488281,0.257070751953125,0.0407524688720703,9.86231231689453,949.489440917969,911.28662109375,0.201251379394531,-1.26968668244387,10.1200485229492,2.97527009831895,2.94877961373782,NA,515.938144313402,652.857142857143,55.4961360114851,95.575325565835
