"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type"
"Chondropoulos and Lykakis 1983","ES329","CC138","West Peloponeso","Kefallinia (Cephalonia)","Reptiles","Squamata","Lacertidae","Podarcis taurica","Podarcis taurica","Podarcis taurica","Carnivorous","Female","Weight",5.5,3.6,0.849,0.693,8,12,-0.423814246776361,0.00606653736225895,20.5973,38.2035,0.740362689494244,2.89575394207373,1.56821346159708,0.50001923828125,-2.0912795069462,14.4830636978149,2.78414421395242,2.97827184718407,"Conspecific","No island rule"
"Chondropoulos and Lykakis 1983","ES330","CC138","West Peloponeso","Zakynthos","Reptiles","Squamata","Lacertidae","Podarcis taurica","Podarcis taurica","Podarcis taurica","Carnivorous","Female","Weight",5.5,3.6,0.849,0.959,8,23,-0.423814246776361,0.0060638660995107,20.814,37.7857,0.740362689494244,2.60809794632528,1.23047446736116,0.58815751953125,-2.0342227154668,17.0154190063477,2.74623983175096,2.97430439213721,"Conspecific","No island rule"
"Bruschi et al. 2006","ES331","CC139","Corsica","A Terra","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,2.85015765430012,0.336398175087367,0.178899712114606,414,13,-0.318407115521318,0.000320866015442791,9.4663,42.9854,0.593151336611103,-2.2839966563652,-0.718966632752272,0.679908056640625,-1.95263807162474,16.0193099975586,2.74694390956144,2.93138157033912,"Conspecific","No island rule"
"Bruschi et al. 2006","ES332","CC140","Sardinia","Abbatoggia islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.25615214649477,0.442101988811654,0.23311201989845,336,12,-0.330809509233736,0.000455420220845854,9.399,41.2529,0.656373433893829,-1.69897000433602,-0.767003889607846,0.51837880859375,-1.85084951077675,16.9407997131348,2.7311562213374,2.65624197847941,"Conspecific","No island rule"
"Bruschi et al. 2006","ES333","CC140","Sardinia","Asinara island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,4.41979175798054,0.442101988811654,0.245125627621871,336,23,-0.0252631029205783,0.000162046511848603,8.3086,41.0825,0.656373433893829,1.71516735784846,0.326540668516562,0.57816025390625,-1.64239257676127,16.3976707458496,2.70274419724476,2.69418385092386,"Conspecific","No island rule"
"Bruschi et al. 2006","ES334","CC140","Sardinia","Barca Sconcia island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.90336231370003,0.442101988811654,0.252183491321262,336,34,-0.149517370889774,0.000151076824654583,9.6469,40.917,0.656373433893829,-2,-0.954677021213343,0.514994873046875,-1.8539456228041,16.8249053955078,2.72596897780119,2.70056527136007,"Conspecific","No island rule"
"Bruschi et al. 2006","ES335","CC140","Sardinia","Barrettini island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.57118560329461,0.442101988811654,0.239144115572133,336,32,-0.238458041900082,0.000168445574485798,9.4015,41.2844,0.656373433893829,-1,0.27207378750001,0.45807509765625,-1.85714594149929,17.0718765258789,2.71745097577578,2.64914005225224,"Conspecific","No island rule"
"Bruschi et al. 2006","ES336","CC140","Sardinia","Brandinchi island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,4.26148818245073,0.442101988811654,0.365152876778365,336,15,-0.0617372464410281,0.000517791983790249,9.7079,40.8277,0.656373433893829,-1.54821356447571,-0.507239610973163,0.481483154296875,-1.45170514836864,16.7832851409912,2.73319354133904,2.69705488162282,"Conspecific","No island rule"
"Bruschi et al. 2006","ES337","CC139","Corsica","Bruzzi Grande islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.03213166763974,0.336398175087367,0.264868288839779,414,33,0.0285137603302818,0.000148559856846665,9.0206,41.46,0.593151336611103,-2,-0.617982957425132,0.638843896484375,-1.84813915505923,16.6954975128174,2.74421493499941,2.70650442223328,"Conspecific","No island rule"
"Bruschi et al. 2006","ES338","CC139","Corsica","Camaro Canto islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.15091378198019,0.336398175087367,0.21022849156323,414,10,0.0575470728634349,0.000274304287893011,9.2679,41.3621,0.593151336611103,-2.22914798835786,-1.21467016498923,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES339","CC140","Sardinia","Camere Western island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,3.02602500943374,0.369069222535465,0.36648525114253,336,5,-0.372248154833888,0.00295460838001782,9.5816,41.0682,0.64253783259377,-0.444905551421681,0.398113691730502,0.5702994140625,-1.94256207605081,16.845832824707,2.75863731261146,2.69964697476857,"Conspecific","No island rule"
"Bruschi et al. 2006","ES340","CC140","Sardinia","Cana island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,5.16226156471158,0.369069222535465,0.129996686091495,336,5,0.161876736193142,0.000147855958638203,9.6769,40.864,0.64253783259377,-2.19382002601611,-0.600326278518962,0.54095107421875,-1.88262119642924,16.53053855896,2.7482105102367,2.71355775448972,"Conspecific","No island rule"
"Bruschi et al. 2006","ES341","CC140","Sardinia","Capicciolu islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.54827254148214,0.442101988811654,0.258201179935302,336,26,-0.244894807299228,0.000231972835863796,9.3691,41.309,0.656373433893829,-0.847711655616944,-0.154281982033341,0.502316015625,-1.81302517191175,16.9861221313477,2.69555451182706,2.65408022942783,"Conspecific","No island rule"
"Bruschi et al. 2006","ES342","CC140","Sardinia","Caprera island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,4.01236606160318,0.442101988811654,0.347840834800933,336,11,-0.121974576708054,0.000711541894364352,9.4664,41.216,0.656373433893829,1.19589965240923,0.114277296561586,0.45807509765625,-1.85714594149929,17.0718765258789,2.71745097577578,2.64914005225224,"Conspecific","No island rule"
"Bruschi et al. 2006","ES343","CC140","Sardinia","Cavalli island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.94660222154486,0.442101988811654,0.247679647872632,336,21,-0.138500672667271,0.000215860183214769,9.6403,40.8854,0.656373433893829,-0.607303046740334,-0.507239610973163,0.54095107421875,-1.88262119642924,16.53053855896,2.7482105102367,2.71355775448972,"Conspecific","No island rule"
"Bruschi et al. 2006","ES344","CC139","Corsica","Cavallo","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.59247853303695,0.336398175087367,0.236743055913463,414,24,-0.0869390621112673,0.000198747815190847,9.2609,41.3687,0.593151336611103,0.0791812460476248,0.398113691730502,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES345","CC139","Corsica","Centuri island (Ilot de Capense)","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.32471641778733,0.336398175087367,0.300982539927591,414,33,-0.16439704298313,0.000266146658272197,9.3416,42.9638,0.593151336611103,-0.698970004336019,-0.742321425130815,0.701478759765625,-1.95471233577403,15.5060443878174,2.75728780834259,2.94677637785842,"Conspecific","No island rule"
"Bruschi et al. 2006","ES346","CC140","Sardinia","Corcelli islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,4.39618217455548,0.369069222535465,0.166701383507182,336,5,0.00123844164928616,0.000308607048943641,9.4,41.294,0.64253783259377,-0.933301449577005,0.477265995424853,0.45807509765625,-1.85714594149929,17.0718765258789,2.71745097577578,2.64914005225224,"Conspecific","No island rule"
"Bruschi et al. 2006","ES347","CC139","Corsica","Cornuta islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.23428458703369,0.336398175087367,0.195497582708048,414,29,-0.191973669822599,0.00014378710529656,9.3688,41.6323,0.593151336611103,-2.43179827593301,-0.407823242604133,0.628972412109375,-1.85248298419302,16.5543632507324,2.76256056991805,2.71645408940839,"Conspecific","No island rule"
"Bruschi et al. 2006","ES348","CC139","Corsica","Di Mezzo islet (Mezzana)","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.19668074539269,0.336398175087367,0.288083916828439,414,26,-0.203668421163101,0.000330167074535442,9.4686,42.9843,0.593151336611103,-1.18708664335714,-0.407823242604133,0.679908056640625,-1.95263807162474,16.0193099975586,2.74694390956144,2.93138157033912,"Conspecific","No island rule"
"Bruschi et al. 2006","ES349","CC139","Corsica","Farina islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.33569890106479,0.336398175087367,0.1678662179844,414,22,-0.161099202621754,0.000132913911496703,9.3567,41.5807,0.593151336611103,-1.94692155651658,-1.21467016498923,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,"Conspecific","No island rule"
"Bruschi et al. 2006","ES350","CC140","Sardinia","Figarolo island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",4.53287177395297,3.31837808870625,0.442101988811654,0.176584379365314,336,14,-0.3118795482594,0.00023057812345951,9.643,40.98,0.656373433893829,-0.675717544702307,-0.442492798094342,0.514994873046875,-1.8539456228041,16.8249053955078,2.72596897780119,2.70056527136007,"Conspecific","No island rule"
"Bruschi et al. 2006","ES351","CC139","Corsica","Finocchiarola islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.16780143092567,0.336398175087367,0.214742264815974,414,37,-0.21274363321454,0.00014199816380353,9.4709,42.9838,0.593151336611103,-1.87289520163519,-0.243363891754152,0.679908056640625,-1.95263807162474,16.0193099975586,2.74694390956144,2.93138157033912,"Conspecific","No island rule"
"Bruschi et al. 2006","ES352","CC139","Corsica","Forana Island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.74980124166233,0.336398175087367,0.165120504001105,414,30,-0.0440785892159474,8.24338343255232e-05,9.3724,41.561,0.593151336611103,-1.13194363817696,0.27207378750001,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,"Conspecific","No island rule"
"Bruschi et al. 2006","ES353","CC139","Corsica","Gargalu island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",3.78009856234025,3.64282189059623,0.282601439983595,0.118033673704991,414,6,-0.0369914580137329,0.000188478774234813,8.5397,42.3694,0.577503123784961,-0.696803942579511,-1.04095860767891,0.520206982421875,-1.90405350609711,16.0482349395752,2.71227535686023,2.87710056427913,"Conspecific","No island rule"
"Bruschi et al. 2006","ES354","CC139","Corsica","Giacinto Paoli islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.61970982346397,0.336398175087367,0.228141766431482,414,18,0.164550468776843,0.000153289497000784,9.2559,41.35,0.593151336611103,-1.74472749489669,-0.85078088734462,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES355","CC139","Corsica","Giraglia island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.13785897655688,0.336398175087367,0.248793501746573,414,44,-0.22224071281835,0.000160675111935268,9.406,43.026,0.593151336611103,-1.98296666070122,0.17638069224327,0.63786396484375,-1.95020751143615,16.7594051361084,2.72644707700924,2.91913040108758,"Conspecific","No island rule"
"Bruschi et al. 2006","ES356","CC139","Corsica","La Vacca islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.25236039488218,0.336398175087367,0.357214552203683,414,18,0.0816927902269096,0.000409835085307911,9.387,41.556,0.593151336611103,-2.2518119729938,0.509336958017644,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,"Conspecific","No island rule"
"Bruschi et al. 2006","ES357","CC139","Corsica","Lavezzu","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.89752768036088,0.336398175087367,0.240161995098722,414,36,-0.00543900156459735,0.000123269039126864,9.2604,41.3611,0.593151336611103,-1.80410034759077,-0.91721462968355,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES358","CC139","Corsica","Lavezzu","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.05955430192152,0.336398175087367,0.243551528198068,414,92,0.03529176416555,5.69228075051825e-05,9.2543,41.3414,0.593151336611103,-0.180456064458131,0.579897869603104,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES359","CC140","Sardinia","Le Bisce island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,3.99608354764616,0.369069222535465,0.159179492706887,336,8,-0.094183266628017,0.00021937033324324,9.5233,41.164,0.64253783259377,-0.494850021680094,-0.22112552799726,0.502220556640625,-1.84681702528402,16.8039932250977,2.75658624764873,2.68574173860226,"Conspecific","No island rule"
"Bruschi et al. 2006","ES360","CC140","Sardinia","Li Nibani Northern Island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,4.06676194172062,0.369069222535465,0.1004463190057,336,7,-0.0766509439264994,0.000108179160425756,9.567,41.131,0.64253783259377,-1.65955588515988,0.114277296561586,0.502220556640625,-1.84681702528402,16.8039932250977,2.75658624764873,2.68574173860226,"Conspecific","No island rule"
"Bruschi et al. 2006","ES361","CC140","Sardinia","Li Nibani Western island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Male","SVL",4.39074112935658,3.72962467391888,0.369069222535465,0.161318331552129,336,10,-0.16319043003653,0.000208112364742093,9.5653,41.1255,0.64253783259377,-1.1518108830086,-0.213958789757446,0.502220556640625,-1.84681702528402,16.8039932250977,2.75658624764873,2.68574173860226,"Conspecific","No island rule"
"Bruschi et al. 2006","ES362","CC139","Corsica","Luigi Giaffieri islet","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,4.43339906374875,0.336398175087367,0.234992865212775,414,11,0.123385147288961,0.000273212365644939,9.2552,41.3485,0.593151336611103,-1.84466396253494,-1.09151498112135,0.605576953125,-1.8236754957732,16.7973308563232,2.70583347315897,2.67265192847265,"Conspecific","No island rule"
"Bruschi et al. 2006","ES363","CC139","Corsica","Maestro Maria island","Reptiles","Squamata","Lacertidae","Podarcis tiliguerta","Podarcis tiliguerta","Podarcis tiliguerta","Carnivorous","Both","SVL",3.91878409394391,3.29101241568062,0.336398175087367,0.213256859289792,414,28,-0.174586182999719,0.000167764020455678,9.3662,41.5553,0.593151336611103,-1.6615435063954,0.228143607597742,0.60727841796875,-1.81022573882352,17.0181884765625,2.75864026998072,2.69152352216815,"Conspecific","No island rule"
